Type,Qualifier,Name,Systematic_Name,Chromosome,Start,End
ORF,Verified,Heme Activator Protein,YBL021C,chrII,181660,182094
CDS,,,,chrII,181660,182094
ORF,Verified,Requiring Fifty-Three,YBL020W,chrII,182401,184125
CDS,,,,chrII,182401,184125
ORF,Verified,APurinic/apyrimidinic eNdonuclease,YBL019W,chrII,184353,185915
CDS,,,,chrII,184353,185915
ORF,Verified,Processing Of Precursor RNAs,YBL018C,chrII,185998,186474
CDS,,,,chrII,185998,186352
intron,,,,chrII,186353,186427
CDS,,,,chrII,186428,186474
ORF,Verified,carboxyPEPtidase Y-deficient,YBL017C,chrII,186844,191583
CDS,,,,chrII,186844,191583
ORF,Verified,cell FUSion,YBL016W,chrII,192451,193512
CDS,,,,chrII,192451,193512
ORF,Verified,Acetyl CoA Hydrolase,YBL015W,chrII,194122,195702
CDS,,,,chrII,194122,195702
long terminal repeat,,,YBLCdelta7,chrII,197016,197320
tRNA gene,,,YNCB0004W,chrII,197494,197567
noncoding_exon,,,,chrII,197494,197567
tRNA gene,,,YNCB0005C,chrII,197629,197699
noncoding_exon,,,,chrII,197629,197699
long terminal repeat,,,YBLWsigma1,chrII,197714,198054
ARS,,Autonomously Replicating Sequence,ARS231,chrII,198313,198473
ARS_consensus_sequence,,,,chrII,198369,198385
ORF,Verified,Regulation of RNA polymerase I,YBL014C,chrII,199064,201748
CDS,,,,chrII,199064,201748
ORF,Verified,Formyl-Methionyl-tRNA Transformylase,YBL013W,chrII,202056,203261
CDS,,,,chrII,202056,203261
ORF,Dubious,,YBL012C,chrII,203406,203807
CDS,,,,chrII,203406,203807
ORF,Verified,Suppressor of Choline-Transport mutants,YBL011W,chrII,203538,205817
CDS,,,,chrII,203538,205817
ORF,Verified,Large Adaptin Accessory,YBL010C,chrII,206107,206949
CDS,,,,chrII,206107,206949
ORF,Verified,,YBL009W,chrII,207194,209224
CDS,,,,chrII,207194,209224
ORF,Uncharacterized,,YBL008W-A,chrII,209409,209648
CDS,,,,chrII,209409,209648
ORF,Verified,HIstone Regulation,YBL008W,chrII,209653,212175
CDS,,,,chrII,209653,212175
ORF,Verified,Synthetic Lethal with ABP1,YBL007C,chrII,212632,216366
CDS,,,,chrII,212632,216366
ORF,Verified,Low Dye Binding,YBL006C,chrII,216587,217129
CDS,,,,chrII,216587,217129
ORF,Dubious,,YBL006W-A,chrII,216711,216860
CDS,,,,chrII,216711,216860
ORF,Verified,Pleiotropic Drug Resistance,YBL005W,chrII,217470,220400
CDS,,,,chrII,217470,220400
long terminal repeat,,,YBLWdelta8,chrII,220895,221036
long terminal repeat,,,YBLWdelta9,chrII,221037,221370
LTR retrotransposon,,,YBLWTy1-1,chrII,221037,226952
transposable element gene,,,YBL005W-A,chrII,221330,222652
CDS,,,,chrII,221330,222652
transposable element gene,,,YBL005W-B,chrII,221330,226598
CDS,,,,chrII,221330,222634
plus_1_translational_frameshift,,,,chrII,222635,222635
CDS,,,,chrII,222636,226598
long terminal repeat,,,YBLWdelta10,chrII,226621,226952
tRNA gene,,,YNCB0006W,chrII,227075,227156
noncoding_exon,,,,chrII,227075,227156
ORF,Verified,U Three Protein,YBL004W,chrII,227636,235117
CDS,,,,chrII,227636,235117
ORF,Verified,Histone h Two A,YBL003C,chrII,235394,235792
CDS,,,,chrII,235394,235792
ORF,Verified,Histone h Two B,YBL002W,chrII,236492,236887
CDS,,,,chrII,236492,236887
ORF,Verified,ExtraCellular Mutant,YBL001C,chrII,237153,237467
CDS,,,,chrII,237153,237467
ARS,,,ARS208,chrII,237787,237900
ARS_consensus_sequence,,,,chrII,237819,237835
centromere,,,CEN2,chrII,238207,238323
centromere_DNA_Element_I,,,,chrII,238207,238216
centromere_DNA_Element_II,,,,chrII,238217,238298
centromere_DNA_Element_III,,,,chrII,238299,238323
ORF,Verified,Neutral TreHalase,YBR001C,chrII,238941,241283
CDS,,,,chrII,238941,241283
ORF,Verified,Retention in the Endoplasmic Reticulum,YBR002C,chrII,241708,242568
CDS,,,,chrII,241708,242568
ORF,Verified,COenzyme Q,YBR003W,chrII,242809,244230
CDS,,,,chrII,242809,244230
ORF,Verified,GlycosylPhosphatidylInositol,YBR004C,chrII,244366,245667
CDS,,,,chrII,244366,245667
ORF,Verified,Resistance to Congo Red,YBR005W,chrII,245906,246547
CDS,,,,chrII,245906,246547
ORF,Verified,Utilization of GAba,YBR006W,chrII,247010,248503
CDS,,,,chrII,247010,248503
ORF,Verified,Deletion Suppressor of mptFive/pufFive mutation,YBR007C,chrII,248806,251016
CDS,,,,chrII,248806,251016
ORF,Verified,FLuconazole Resistance,YBR008C,chrII,252563,254209
CDS,,,,chrII,252563,254209
ARS,,Autonomously Replicating Sequence,ARS209,chrII,254998,255083
ARS_consensus_sequence,,,,chrII,255025,255041
ORF,Verified,Histone H Four,YBR009C,chrII,255373,255684
CDS,,,,chrII,255373,255684
ORF,Verified,Histone H Three,YBR010W,chrII,256331,256741
CDS,,,,chrII,256331,256741
ORF,Verified,Inorganic PyroPhosphatase,YBR011C,chrII,257112,257975
CDS,,,,chrII,257112,257975
long terminal repeat,,,YBRCdelta11,chrII,258670,258976
ORF,Dubious,,YBR012C,chrII,259147,259566
CDS,,,,chrII,259147,259566
long terminal repeat,,,YBRWdelta12,chrII,259578,259909
LTR retrotransposon,,,YBRWTy1-2,chrII,259578,265494
transposable element gene,,,YBR012W-A,chrII,259869,261191
CDS,,,,chrII,259869,261191
transposable element gene,,,YBR012W-B,chrII,259869,265140
CDS,,,,chrII,259869,261173
plus_1_translational_frameshift,,,,chrII,261174,261174
CDS,,,,chrII,261175,265140
long terminal repeat,,,YBRWdelta13,chrII,265163,265494
ORF,Uncharacterized,,YBR013C,chrII,265492,265881
CDS,,,,chrII,265492,265881
long terminal repeat,,,YBRCdelta14,chrII,266178,266256
tRNA gene,,,YNCB0007W,chrII,266378,266450
noncoding_exon,,,,chrII,266378,266450
ORF,Verified,GlutaRedoXin,YBR014C,chrII,266725,267336
CDS,,,,chrII,266725,267336
ORF,Verified,MaNNosyltransferase,YBR015C,chrII,267710,269503
CDS,,,,chrII,267710,269503
ORF,Verified,,YBR016W,chrII,270247,270633
CDS,,,,chrII,270247,270633
ORF,Verified,KAryoPherin,YBR017C,chrII,270947,273703
CDS,,,,chrII,270947,273703
ORF,Verified,GALactose metabolism,YBR018C,chrII,274427,275527
CDS,,,,chrII,274427,275527
ORF,Verified,GALactose metabolism,YBR019C,chrII,276253,278352
CDS,,,,chrII,276253,278352
ncRNA gene,,,YNCB0008W,chrII,276805,280645
noncoding_exon,,,,chrII,276805,280645
ORF,Verified,GALactose metabolism,YBR020W,chrII,279021,280607
CDS,,,,chrII,279021,280607
ORF,Verified,5-FlUoRouridine sensitivity,YBR021W,chrII,281443,283344
CDS,,,,chrII,281443,283344
ORF,Verified,"Phosphatase Of ADP-ribose 1""-phosphate",YBR022W,chrII,283738,284271
CDS,,,,chrII,283738,284271
ORF,Verified,CHitin Synthase-related,YBR023C,chrII,284428,287925
CDS,,,,chrII,284428,287925
ORF,Verified,Suppressor of Cytochrome Oxidase deficiency,YBR024W,chrII,289445,290350
CDS,,,,chrII,289445,290350
ORF,Verified,Obg-Like ATPase,YBR025C,chrII,290681,291865
CDS,,,,chrII,290681,291865
ORF,Verified,2-Enoyl Thioester Reductase,YBR026C,chrII,292877,294019
CDS,,,,chrII,292877,294019
ORF,Uncharacterized,,YBR027C,chrII,294024,294356
CDS,,,,chrII,294024,294356
ORF,Verified,,YBR028C,chrII,294425,296002
CDS,,,,chrII,294425,296002
ORF,Verified,CDP-Diacylglycerol Synthase,YBR029C,chrII,296369,297742
CDS,,,,chrII,296369,297742
ORF,Verified,Ribosomal lysine (K) Methyltransferase,YBR030W,chrII,298292,299950
CDS,,,,chrII,298292,299950
ORF,Verified,Ribosomal Protein of the Large subunit,YBR031W,chrII,300166,301254
CDS,,,,chrII,300166,301254
ORF,Uncharacterized,,YBR032W,chrII,301519,301821
CDS,,,,chrII,301519,301821
ORF,Uncharacterized,Expression Dependent on Slt2,YBR033W,chrII,301944,304703
CDS,,,,chrII,301944,304703
ORF,Verified,HnRNP MethylTransferase,YBR034C,chrII,304930,305976
CDS,,,,chrII,304930,305976
ORF,Verified,PyriDoXine auxotrophy,YBR035C,chrII,306269,306955
CDS,,,,chrII,306269,306955
snoRNA gene,,,YNCB0009C,chrII,307185,307345
noncoding_exon,,,,chrII,307185,307345
telomerase RNA gene,,TeLomerase Component,YNCB0010W,chrII,307587,308887
noncoding_exon,,,,chrII,307587,308887
ORF,Verified,Calcium Sensitive Growth,YBR036C,chrII,309081,310313
CDS,,,,chrII,309081,310313
ORF,Verified,Suppressor of Cytochrome Oxidase deficiency,YBR037C,chrII,310565,311452
CDS,,,,chrII,310565,311452
ORF,Verified,CHitin Synthase,YBR038W,chrII,311898,314789
CDS,,,,chrII,311898,314789
ORF,Verified,ATP synthase,YBR039W,chrII,315575,316510
CDS,,,,chrII,315575,316510
ORF,Verified,Factor-Induced Gene,YBR040W,chrII,316968,317864
CDS,,,,chrII,316968,317864
ORF,Verified,FATty acid transporter,YBR041W,chrII,318266,320275
CDS,,,,chrII,318266,320275
ORF,Verified,Chromosome STability,YBR042C,chrII,320416,321609
CDS,,,,chrII,320416,321609
ORF,Verified,QuiniDine Resistance,YBR043C,chrII,321876,323945
CDS,,,,chrII,321876,323945
ORF,Verified,TriCarboxylic acid cycle Mutant,YBR044C,chrII,324341,326059
CDS,,,,chrII,324341,326059
ARS,,,ARS211,chrII,326140,326375
ARS_consensus_sequence,,,,chrII,326153,326169
tRNA gene,,,YNCB0011C,chrII,326792,326865
noncoding_exon,,,,chrII,326792,326865
long terminal repeat,,,YBRWdelta15,chrII,327069,327394
long terminal repeat,,,YBRWdelta16,chrII,327390,327704
ORF,Verified,Glc7-Interacting Protein,YBR045C,chrII,328173,330092
CDS,,,,chrII,328173,330092
ORF,Verified,ZeTA-crystallin,YBR046C,chrII,330507,331511
CDS,,,,chrII,330507,331511
ORF,Uncharacterized,Found in Mitochondrial Proteome,YBR047W,chrII,331833,332360
CDS,,,,chrII,331833,332360
ORF,Verified,Ribosomal Protein of the Small subunit,YBR048W,chrII,332831,333812
CDS,,,,chrII,332831,332875
intron,,,,chrII,332876,333386
CDS,,,,chrII,333387,333812
ORF,Verified,RNA polymerase I Enhancer Binding protein,YBR049C,chrII,334386,336818
CDS,,,,chrII,334386,336818
ORF,Verified,REsistance to Glucose repression,YBR050C,chrII,337183,338199
CDS,,,,chrII,337183,338199
ORF,Dubious,,YBR051W,chrII,337988,338338
CDS,,,,chrII,337988,338338
ORF,Verified,Rad55 (Fifty-five) Suppressor,YBR052C,chrII,338720,339352
CDS,,,,chrII,338720,339352
ORF,Uncharacterized,,YBR053C,chrII,339675,340751
CDS,,,,chrII,339675,340751
ORF,Verified,,YBR054W,chrII,343101,344135
CDS,,,,chrII,343101,344135
ORF,Verified,Pre-mRNA Processing,YBR055C,chrII,344602,347301
CDS,,,,chrII,344602,347301
tRNA gene,,,YNCB0012W,chrII,347603,347686
noncoding_exon,,,,chrII,347603,347686
ORF,Verified,Mitochondrial oRganization of gene eXpression (MIOREX),YBR056W,chrII,347879,349384
CDS,,,,chrII,347879,349384
long terminal repeat,,,YBRWdelta17,chrII,350459,350751
tRNA gene,,,YNCB0013W,chrII,350827,350898
noncoding_exon,,,,chrII,350827,350898
ORF,Uncharacterized,MaNganese Chelating protein 1,YBR056W-A,chrII,351255,351455
CDS,,,,chrII,351255,351455
ORF,Dubious,,YBR056C-B,chrII,351293,351451
CDS,,,,chrII,351293,351451
ORF,Verified,MUddled Meiosis,YBR057C,chrII,352193,353293
CDS,,,,chrII,352193,353293
ORF,Verified,UBiquitin-specific Protease,YBR058C,chrII,353672,356017
CDS,,,,chrII,353672,356017
ORF,Verified,Temperature-sensitive Suppressors of Csg2 mutants,YBR058C-A,chrII,356324,356566
CDS,,,,chrII,356324,356566
ORF,Verified,Ark family Kinase-Like protein,YBR059C,chrII,356861,360187
CDS,,,,chrII,356861,360187
ORF,Verified,Origin Recognition Complex,YBR060C,chrII,360652,362514
CDS,,,,chrII,360652,362514
ORF,Verified,Transfer RNA Methyltransferase,YBR061C,chrII,364787,365719
CDS,,,,chrII,364787,365719
ORF,Uncharacterized,,YBR062C,chrII,365976,366600
CDS,,,,chrII,365976,366502
intron,,,,chrII,366503,366584
CDS,,,,chrII,366585,366600
ORF,Uncharacterized,,YBR063C,chrII,366970,368184
CDS,,,,chrII,366970,368184
ORF,Dubious,,YBR064W,chrII,367763,368191
CDS,,,,chrII,367763,368191
ORF,Verified,ExtraCellular Mutant,YBR065C,chrII,368584,369678
CDS,,,,chrII,368584,369678
ORF,Verified,Negative Regulator of Glucose-controlled genes,YBR066C,chrII,370037,370699
CDS,,,,chrII,370037,370699
ORF,Verified,Temperature shock-Inducible Protein,YBR067C,chrII,372103,372735
CDS,,,,chrII,372103,372735
ORF,Verified,Branched-chain Amino acid Permease,YBR068C,chrII,373861,375690
CDS,,,,chrII,373861,375690
ORF,Verified,Tyrosine and tryptophan Amino acid Transporter,YBR069C,chrII,376574,378433
CDS,,,,chrII,376574,378433
ncRNA gene,,TAT1 and BAP2 Regulatory Transcript,YNCB0014W,chrII,376610,378633
noncoding_exon,,,,chrII,376610,378633
ORF,Verified,Asparagine Linked Glycosylation,YBR070C,chrII,379221,379934
CDS,,,,chrII,379221,379934
ARS,,,ARS212,chrII,379221,379912
ORF,Verified,,YBR071W,chrII,380411,381046
CDS,,,,chrII,380411,381046
ORF,Verified,Heat Shock Protein,YBR072W,chrII,382030,382674
CDS,,,,chrII,382030,382674
ORF,Uncharacterized,,YBR072C-A,chrII,382860,383021
CDS,,,,chrII,382860,383021
ORF,Verified,RaD54 Homolog,YBR073W,chrII,383112,385988
CDS,,,,chrII,383112,385988
ORF,Verified,Protease in FXNA-related Family,YBR074W,chrII,386286,389216
CDS,,,,chrII,386286,389216
ARS,,,ARS213,chrII,389212,390371
ORF,Verified,ExtraCellular Mutant,YBR076W,chrII,390227,391291
CDS,,,,chrII,390227,391291
ORF,Dubious,,YBR076C-A,chrII,391351,391617
CDS,,,,chrII,391351,391617
ORF,Verified,Synthetic Lethal with Mss4,YBR077C,chrII,391805,392293
CDS,,,,chrII,391805,392293
ORF,Verified,ExtraCellular Mutant,YBR078W,chrII,393123,394742
CDS,,,,chrII,393123,393180
intron,,,,chrII,393181,393510
CDS,,,,chrII,393511,394742
ORF,Verified,,YBR079C,chrII,395383,398277
CDS,,,,chrII,395383,398277
ORF,Verified,SECretory,YBR080C,chrII,398614,400890
CDS,,,,chrII,398614,400890
ORF,Verified,SuPpressor of Ty's,YBR081C,chrII,401253,405251
CDS,,,,chrII,401253,405251
tRNA gene,,,YNCB0015W,chrII,405878,405949
noncoding_exon,,,,chrII,405878,405949
tRNA gene,,,YNCB0016W,chrII,405960,406031
noncoding_exon,,,,chrII,405960,406031
ORF,Verified,UBiquitin-Conjugating,YBR082C,chrII,406628,407169
CDS,,,,chrII,406628,407027
intron,,,,chrII,407028,407122
CDS,,,,chrII,407123,407169
ARS,,,ARS214,chrII,407953,408068
ARS_consensus_sequence,,,,chrII,407988,408004
ORF,Verified,Transposon Enhancement Control,YBR083W,chrII,409169,410629
CDS,,,,chrII,409169,410629
ORF,Verified,MItochondrial C1-tetrahydrofolate Synthase,YBR084W,chrII,411054,413981
CDS,,,,chrII,411054,413981
ORF,Verified,Ribosomal Protein of the Large subunit,YBR084C-A,chrII,414186,415261
CDS,,,,chrII,414186,414753
intron,,,,chrII,414754,415259
CDS,,,,chrII,415260,415261
ORF,Verified,ADP/ATP Carrier,YBR085W,chrII,415983,416906
CDS,,,,chrII,415983,416906
ARS,,,ARS215,chrII,417784,418079
ORF,Verified,,YBR085C-A,chrII,418907,419164
CDS,,,,chrII,418907,419164
ORF,Verified,Increased Sodium Tolerance,YBR086C,chrII,420201,423041
CDS,,,,chrII,420201,423041
ORF,Verified,Replication Factor C,YBR087W,chrII,423765,424829
CDS,,,,chrII,423765,424829
ORF,Verified,POLymerase,YBR088C,chrII,424990,425766
CDS,,,,chrII,424990,425766
ORF,Dubious,,YBR089W,chrII,425183,425782
CDS,,,,chrII,425183,425782
ORF,Verified,Non-Histone Protein,YBR089C-A,chrII,426190,426489
CDS,,,,chrII,426190,426489
ORF,Uncharacterized,,YBR090C,chrII,426333,427058
CDS,,,,chrII,426333,426516
intron,,,,chrII,426517,426873
five_prime_UTR_intron,,,,chrII,426517,426873
CDS,,,,chrII,426874,427058
ORF,Verified,Translocase of the Inner Membrane,YBR091C,chrII,427155,427484
CDS,,,,chrII,427155,427484
ORF,Verified,PHOsphate metabolism,YBR092C,chrII,427698,429101
CDS,,,,chrII,427698,429101
ORF,Verified,PHOsphate metabolism,YBR093C,chrII,429548,430951
CDS,,,,chrII,429548,430951
ORF,Verified,P-BodY associated protein,YBR094W,chrII,432036,434297
CDS,,,,chrII,432036,434297
ORF,Verified,,YBR095C,chrII,434406,435698
CDS,,,,chrII,434406,435698
ORF,Uncharacterized,,YBR096W,chrII,436021,436713
CDS,,,,chrII,436021,436713
ORF,Verified,Vacuolar Protein Sorting,YBR097W,chrII,436951,441315
CDS,,,,chrII,436951,441315
ORF,Verified,Methyl MethaneSulfonate sensitivity,YBR098W,chrII,441515,443590
CDS,,,,chrII,441515,443590
ORF,Dubious,,YBR099C,chrII,442924,443307
CDS,,,,chrII,442924,443307
ORF,Verified,Factor Exchange for Ssa1p,YBR101C,chrII,443821,444693
CDS,,,,chrII,443821,444693
ORF,Verified,EXOcyst,YBR102C,chrII,445062,447323
CDS,,,,chrII,445062,447323
ORF,Verified,Sir4p-Interacting Factor,YBR103W,chrII,447709,449316
CDS,,,,chrII,447709,449316
ORF,Dubious,,YBR103C-A,chrII,449320,449463
CDS,,,,chrII,449320,449463
ORF,Verified,Yeast Mitochondrial Carrier,YBR104W,chrII,449667,450656
CDS,,,,chrII,449667,450656
ORF,Verified,Vacuolar Import and Degradation,YBR105C,chrII,450881,451969
CDS,,,,chrII,450881,451969
ORF,Verified,SRP-iNDependent targeting,YBR106W,chrII,452658,453224
CDS,,,,chrII,452658,453224
ORF,Verified,Increased Minichromosome Loss,YBR107C,chrII,453793,454530
CDS,,,,chrII,453793,454530
ORF,Verified,Altered Inheritance rate of Mitochondria,YBR108W,chrII,454822,457665
CDS,,,,chrII,454822,457665
ORF,Verified,CalMoDulin,YBR109C,chrII,457919,458362
CDS,,,,chrII,457919,458362
ORF,Dubious,,YBR109W-A,chrII,458608,458832
CDS,,,,chrII,458608,458832
ORF,Verified,Asparagine-Linked Glycosylation,YBR110W,chrII,458872,460221
CDS,,,,chrII,458872,460221
ORF,Verified,,YBR111C,chrII,461178,461873
CDS,,,,chrII,461178,461873
ORF,Verified,Sl gene Upstream of ySa1,YBR111W-A,chrII,462139,462579
CDS,,,,chrII,462139,462209
intron,,,,chrII,462210,462289
CDS,,,,chrII,462290,462429
intron,,,,chrII,462430,462499
CDS,,,,chrII,462500,462579
ORF,Verified,CYtochrome C,YBR112C,chrII,462870,465770
CDS,,,,chrII,462870,465770
ORF,Dubious,,YBR113W,chrII,465566,466048
CDS,,,,chrII,465566,466048
ORF,Verified,RADiation sensitive,YBR114W,chrII,467248,469620
CDS,,,,chrII,467248,469620
ORF,Verified,LYSine requiring,YBR115C,chrII,469748,473926
CDS,,,,chrII,469748,473926
ORF,Dubious,,YBR116C,chrII,474199,474726
CDS,,,,chrII,474199,474726
ORF,Verified,TransKetoLase,YBR117C,chrII,474392,476437
CDS,,,,chrII,474392,476437
ORF,Verified,Translation Elongation Factor,YBR118W,chrII,477671,479047
CDS,,,,chrII,477671,479047
ORF,Verified,Mutant U1 Die,YBR119W,chrII,479338,480323
CDS,,,,chrII,479338,479345
intron,,,,chrII,479346,479434
CDS,,,,chrII,479435,480323
ORF,Verified,Cytochrome B Protein synthesis,YBR120C,chrII,480435,480923
CDS,,,,chrII,480435,480923
ORF,Verified,Glycyl-tRNA Synthase,YBR121C,chrII,481364,483367
CDS,,,,chrII,481364,483367
ORF,Dubious,,YBR121C-A,chrII,482326,482484
CDS,,,,chrII,482326,482484
ORF,Verified,"Mitochondrial Ribosomal Protein, Large subunit",YBR122C,chrII,483970,484503
CDS,,,,chrII,483970,484503
ORF,Verified,Transcription Factor class C,YBR123C,chrII,484742,486691
CDS,,,,chrII,484742,486691
ORF,Dubious,,YBR124W,chrII,486507,486866
CDS,,,,chrII,486507,486866
ARS,,,ARS216,chrII,486707,486954
ARS_consensus_sequence,,,,chrII,486843,486859
ORF,Verified,Phosphatase Two C,YBR125C,chrII,487199,488380
CDS,,,,chrII,487199,488380
ORF,Verified,Trehalose-6-Phosphate Synthase,YBR126C,chrII,488905,490392
CDS,,,,chrII,488905,490392
ORF,Verified,Mini ER ORF,YBR126W-A,chrII,490850,491056
CDS,,,,chrII,490850,491056
ORF,Dubious,,YBR126W-B,chrII,490927,491070
CDS,,,,chrII,490927,491070
ORF,Verified,Vacuolar Membrane Atpase,YBR127C,chrII,491269,492822
CDS,,,,chrII,491269,492822
ORF,Verified,AuTophaGy related,YBR128C,chrII,493081,494115
CDS,,,,chrII,493081,494115
ORF,Verified,Overproduction-induced Pheromone-resistant Yeast,YBR129C,chrII,494353,495339
CDS,,,,chrII,494353,495339
ORF,Verified,Swi5p-dependent HO Expression,YBR130C,chrII,495592,496869
CDS,,,,chrII,495592,496869
ORF,Verified,Calcium Caffeine Zinc sensitivity,YBR131W,chrII,497163,499277
CDS,,,,chrII,497163,499277
ORF,Dubious,,YBR131C-A,chrII,497650,497739
CDS,,,,chrII,497650,497739
ORF,Verified,high-Affinity Glutamine Permease,YBR132C,chrII,499652,501442
CDS,,,,chrII,499652,501442
ORF,Verified,Histone Synthetic Lethal,YBR133C,chrII,501804,504287
CDS,,,,chrII,501804,504287
ORF,Dubious,,YBR134W,chrII,504243,504644
CDS,,,,chrII,504243,504644
ORF,Verified,Cdc28 Kinase Subunit,YBR135W,chrII,504854,505306
CDS,,,,chrII,504854,505306
ORF,Verified,Mitosis Entry Checkpoint,YBR136W,chrII,505668,512774
CDS,,,,chrII,505668,512774
ORF,Verified,,YBR137W,chrII,513044,513583
CDS,,,,chrII,513044,513583
ORF,Uncharacterized,,YBR138C,chrII,513762,515336
CDS,,,,chrII,513762,515336
ORF,Verified,AuTophaGy,YBR139W,chrII,515664,517190
CDS,,,,chrII,515664,517190
ARS,,,ARS217,chrII,517185,517386
ARS_consensus_sequence,,,,chrII,517247,517263
ORF,Verified,Inhibitory Regulator of the RAS-cAMP pathway,YBR140C,chrII,517350,526628
CDS,,,,chrII,517350,526628
ORF,Verified,Base MethylTransferase of 25S RNA,YBR141C,chrII,527025,528038
CDS,,,,chrII,527025,528038
ORF,Dubious,,YBR141W-A,chrII,527167,527262
CDS,,,,chrII,527167,527262
ORF,Verified,MAintenance of Killer,YBR142W,chrII,528317,530638
CDS,,,,chrII,528317,530638
ORF,Verified,SUPpressor,YBR143C,chrII,530869,532182
CDS,,,,chrII,530869,532182
ORF,Uncharacterized,,YBR144C,chrII,533235,533549
CDS,,,,chrII,533235,533549
ORF,Verified,Alcohol DeHydrogenase,YBR145W,chrII,533762,534817
CDS,,,,chrII,533762,534817
ORF,Verified,"Mitochondrial Ribosomal Protein, Small subunit",YBR146W,chrII,535260,536096
CDS,,,,chrII,535260,536096
ORF,Verified,Restriction of Telomere Capping,YBR147W,chrII,536575,537465
CDS,,,,chrII,536575,537465
ORF,Verified,,YBR148W,chrII,537876,539705
CDS,,,,chrII,537876,539705
ORF,Verified,D-ARAbinose dehydrogenase,YBR149W,chrII,539987,541021
CDS,,,,chrII,539987,541021
ORF,Verified,ThiaBendazole Sensitive,YBR150C,chrII,541209,544493
CDS,,,,chrII,541209,544493
ORF,Verified,Actin Patches Distal,YBR151W,chrII,545028,545978
CDS,,,,chrII,545028,545978
ORF,Verified,Suppressor of PrP38-1,YBR152W,chrII,546376,547251
CDS,,,,chrII,546376,547251
ORF,Verified,RIBoflavin biosynthesis,YBR153W,chrII,547460,548194
CDS,,,,chrII,547460,548194
ORF,Verified,RNA Polymerase B,YBR154C,chrII,548362,549009
CDS,,,,chrII,548362,549009
